p1,p2
"OK Julie, so now let's start with your childhood, what was that like?","Rach, I know her pretty well, can I go? That's fine."
"Nah, uh, uh, uh, uh.","Well, in a nutshell. . ."
"So, um, have you told your parents?",
"Here you go. You know what, I just have one more question, um, if you had figured this out sooner and um, I had been around, do you think that I would have been the one who. . . no, um, I'm sorry, don't tell me, I don't th ink either answer would make me feel better.","No, but it'll be OK, they're pretty cool, my brother's straight so. . ."
So your brother's straigh huh? Seriously.,I love you Phoebe.
"And my second grade teacher was Ms. Thomas, and my first grade teacher was Mrs. Cobb.",
"No Cobb, as in cobb salad.","Mrs., Mrs. Gobb?"
I'm goin' home.,"Now, what exactly is in a cobb salad?"
"Boy that Julie's a talker, huh?",What?
"So, it's pretty late, you're probably uh, not still planning on. . .",Goodnight.
"Oh, well, are hey, are you nervous?","Oh, no no, I am."
"Uh, OK, I mean uh, what, how are you gonna handle it. I mean, are, are ya gonna, are ya gonna talk about it before hand, are you just gonna pounce?","Um, no, I uh, I have done it before."
"OK, gook luck.","I uh, I don't know, I guess I'm just gonna see, see what happens."
"Nothing, I mean, um, it is your first time with her and, you know if the first time doesn't go well, well then that's, that's pretty darn hard to recover from.","Wha, uhh, what?"
Maybe you should put it off.,"OK, now I'm nervous."
"I know, yeah, sorry.","No, no, I don't wanna put it off, I just, God I just, I spent last year being so unbelievably miserable, ya know, and now, now I'm actually happy. You know, I mean, really happy. I just, I just don't wanna, I don't wanna mess it up, ya know."
"Maybe it, maybe it doesn't have to be this tough. I mean, maybe you were on the right track with this whole, you know, spontaneous thing. I mean, women really like that.","What, it's not your fault."
"Yeah, I mean, you know it, I mean, if it were me I, I, you know, I'd want you to, I don't know, like catch me off guard, you know, with like a really good kiss, you know really, sort of um, soft at first, then maybe um brush the hair away from my face, and look far into my eyes in a way that let's me know that something amazing is about to happen.",Really?
"And then, I don't know, I mean you'd pull me really close to you so that, so that I'd be pressed up, you know, right against you. And, um, it would get kind of sweaty and uh, and blurry, and then it's just happening.",Uh-huh.
"Ohh, God.","Ohh. . . Thanks Rach, goodnight."
Good morning.,
Twice.,"Well, somebody got some last night."
"Man, I sure miss Julie.",
You ever figure out what that thing's for?,"Spanish midgets. Spanish midgets wrestling. Julie. Ok, yes, I see how you got there."
"Here comes the beep, you know what to do.","No, see, I'm trying this new screening thing. You know, I figure if I'm always answering the phone, people'll think I don't have a life. My god, Rodrigo never gets pinned."
What?,"Hello, I'm looking for Bob. This is Jane. I don't know if you're still at this number, but I was just thinking about us, and how great it was, and, well, I know it's been three years, but, I was kinda hoping we could hook up again. I barely had t he nerve to make this call, so you know what I did?"
Bob here.,I got a little drunk...and naked.
"Oh, you know, the usual, teaching aerobics, partying way too much. Oh, and in case you were wondering, those are my legs on the new James Bond poster.",What've you been up to?
I know.,Can you hold on a moment? I have another call. I love her.
"So, are we gonna get together or what?",I'm back.
"Great, I'll see you then.","Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?"
"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""hey, you're not Bob.""",Ok. Ok. Having a phone has finally paid off.
Oh my god. You are pure evil.,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table."
,"Ok, pure evil, horny and alone. I've done this."
"Hi, Julie!","Yeah, yeah, everybody's here. Hey, everybody, say hi to Julie in New Mexico."
"Ok, while Ross is on the phone, everybody owes me 62 bucks for his birthday.","Hi, Julie."
"Hey, come on, we got the gift, the concert, and the cake.","Um, is, is there any chance that you're rounding up? You know, like from, like 20?"
"Look guys, I know it's a little steep.",Do we need a cake?
But it's Ross.,"Yeah, whoosh!"
All right.,It's Ross.
"Ok, sweetheart, I'll call you later tonight. Whoa, whoa, whoa, hey, hey, hey, you're not really gonna go through with this, are you?","I'll see you guys later, I gotta go...do a thing."
"So uh, what are you guys doing for dinner tonight?","You know, I think I might just."
Can you believe how much this is gonna cost?,"Well I guess I gotta start savin' up for Ross's birthday, so I guess I'll just stay home and eat dust bunnies."
"Yes! Yeah, it's like they're always saying ""let's go here, let's go there"". Like we can afford to go here and there.","Do you guys ever get the feeling that um, Chandler and those guys just don't get that we don't make as much money as they do?"
For Ross.,"Yes, yes, and it's, and we always have to go to, you know, someplace nice, you know? God, and it's not like we can say anything about it, 'cause, like this birthday thing, it's for Ross."
Oh my god.,"For Ross, Ross, Ross."
Hi.,Hey.
"I'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti. All of a sudden, Leon, the manager, calls me into his office. It turns out they fired the head lunch chef, and guess who got the job.",What?
"Fortunately, it is me. And, they made me head of purchasing, thank you very much. Anyway, I just ran into Ross and Chandler downstairs, and they think we should go out and celebrate. You know, someplace nice.","If it's not you, this is a horrible story."
I'm tellin' you. You can't do this.,"Yeah, someplace nice. How much do you think I can get for my kidney?"
"That doesn't matter. She wanted to call Bob. Hey, for all we know, Bob is who she was meant to be with. You may be destroying two people's chance for happiness.","Oh, come on. I can never get a girl like that with conventional methods."
Go over there and tell that woman the truth.,"We don't know Bob, ok? We know me. We like me. Please let me be happy."
Go.,All right.
Hi.,Hi.
Yes?,"Listen, I have to, uh, um, I have to, I have to confess something."
How did you--?,Whoever stood you up is a jerk.
Thanks.,"I don't know. I just had this weird sense. You know, but that's me. I'm weird and sensitive. Tissue?"
,"No, you keep the pack. I'm all cried out today."
Who is also in charge of purchasing.,"Ok, ok, here is to my sister, the newly-appointed head lunch chef--"
Who has her own little desk when Roland's not there.,Newly appointed head lunch chef who is also in charge of purchasing--
"Oh, wait, and I got a beeper!","Uh, lunch chef, purchasing, own little desk when Roland's not there. Here's to my little sister--"
Let's see!,Cool.
"Oh, sorry.","That's fine, I'll just wait!"
Monica!,"Sorry, sorry."
"Oh, you know what, we haven't even looked yet.",Are we ready to order?
"Wow, look at these prices.","Well, when you do, just let me know. I'll be right over there on the edge of my seat."
"What are these, like famous chickens?","Yeah, these are pretty ch-ching."
"Well, pretty incredible according to the message she left you on my machine. Hey, Chandler, why is this woman leaving a message for you on my machine?","Hey, sorry I'm late. Congratulations, Mon. I'm not sorry I'm late. How incredible was my afternoon with Jade?"
"Hey, tell me again, what do I do when Mr. Roper calls?","Oh, see, I had to tell her that my number was your number, because I couldn't tell her that my number was my number because she thinks that my number is Bob's number."
"Yes, I will start with the carpaccio, and then I'll have the grilled prawns.",Do I dare ask?
And for the gentleman?,That sounds great. Same for me.
"You'd think, wouldn't you? Miss?","Yeah, I'll have the Thai chicken pizza. But, hey, look, if I get it without the nuts and leeks and stuff, is it cheaper?"
And what will that be on the side of?,"Ok, I will have the uh, side salad."
And for you?,"Uh, I don't know. Why don't you put it right here next to my water?"
"I will have the uh, Cajun catfish.","Um, I'm gonna have a cup of the cucumber soup, and, um, take care."
"Yes, how 'bout a verse of Killing Me Softly. You're gonna sneeze on my fish, aren't you?",Anything else?
"Um, everyone?","Plus tip, divided by six. Ok, everyone owes 28 bucks."
Thank you.,"Oh, you're right, I'm sorry."
"Oh, thank you!","Monica's big night, she shouldn't pay."
"No, huh uh, no way, I'm sorry, not gonna happen.","So five of us is, $33.50 apiece."
"I'm sorry, Monica, I'm really happy you got promoted, but cold cucumber mush for thirty-something bucks? No! Rachel just had that, that, that salad, and, and Joey with his like teeny pizza! It's just...","Whoa, whoa, prom night flashback."
