p1,p2
My parents are dead.,"God, you are so lucky. I mean, I mean. . . you know what I mean."
"I know, I know. Just hang in there, OK. OK, I'll go out first, alright.",Alright.
"Judy, going to the bathroom, good for you.","Thank you Richard, I appreciate the support."
"Honey. Honey, have you seen my Harmon Kilerbrew bat? Bob doesn't believe I have one.",I have no idea. Did you know Richard has a twinkie in the city?
I know. He's like a new man. It's like a scene from Cocoon.,I just never would have pictured Richard with a bimbo.
"Apparently, he told Johnny Shapiro that she's quite a girl. In fact, he told Johnny that he thinks he's falling in love with her.",Really.
"I tell you, I've never seen him this happy.","So Jack, you ever think about trading me in for a younger model?"
Of course not. With you it's like I've got two 25-year-olds.,Oh Jack stop.
"C'mon, it's my birthday.",
Can we drop this? I am not interested in the guy's apartment.,"Oh please, I saw the way you were checking out his mouldings. You want it."
"Why would I want another apartment, huh? I've already got an apartment that I love.",Well it wouldn't kill you to say it once in a while.
"Alright, you want the truth? I'm thinkin' about it.",What?
"I'm sorry. I'm 28 years old, I've never lived alone, and I'm finally at a place where I've got enough money that I don't need a roommate anymore.","Woah, woah, woah. I don't need a roommate either, OK? I can afford to live here by myself. Ya know, I may have to bring in somebody once a week to lick the silverware."
"What're you gettin' so bent out of shape for, huh? It's not like we agreed to live together forever. We're not Bert and Ernie.","Look, you know what? If this is the way you feel, then maybe you should take it."
Well that's how I feel.,Well then maybe you should take it.
Well then maybe I will.,Fine with me.
"Great. Then you'll be able to spend more quality time with your real friends, the spoons.",
Who's drink can I freshen?,Almost time for cake.
"Mon, Mon, are you OK?",You remember that video I found of mom and dad?
Yeah.,"Well, I just caught the live show."
Eww.,
Hey there.,What?
"Nothing, I just heard something nice about you.","Humm, really?"
Richard. Richard. Your son isn't seeing anyone is he?,"Uhh, not that I know of."
"Well, I was thinking, why doesn't he give Monica a call?",That - that's an idea.
"Well, actually, I'm already seeing someone.",Oh?
Oh?,Ohh.
"She never tells us anything. Ross, did you know Monica's seeing someone?","Mom, there are so many people in my life. Some of them are seeing people and some of them aren't. Is that crystal?"
"So, who's the mystery man?","Well, uh, he's a doctor."
A real doctor?,"No, a doctor of meat. Of course he's a real doctor. And he's handsome, and he's sweet, and know you'd like him."
Well that's wonderful. . . I,"Mom, it's OK."
It is Judy.,Jack. Could you come in here for a moment? NOW!
Found it.,I'll take that dad.
It seems your daughter and Richard are something of an item.,"That's impossible, he's got a twinkie in the city."
"Dad, I'm the twinkie.",You're the twinkie?
She's not a twinkie.,"Al-alright, l-look you guys, this is the best relationship I've been in. . ."
"Oh please, a relationship.","Yes, a relationship. For your information I am crazy about this man."
Really?,Yes.
Am I supposed to stand here and listen to this on my birthday?,"Dad, dad this is a good thing for me. Ya know, and you even said yourself, you've never seen Richard happier."
When did I say that?,Upstairs in the bathroom right before you felt up mom.
,"Oh that looks so good, oh I love it."
"I know, so do I. Oh Phoebe, I'm so glad you made me do this. OK, lemme se yours.","Ahh. OK, let's see yours again."
"Phoebe we just saw mine, let me see yours.","Oh OK. Oh no, oh it's gone, that's so weird, I don't know how-where it went."
You didn't get it?,No.
Why didn't you get it?,"I'm sorry, I'm sorry."
"Phoebe, how would you do this to me? This was all your idea.","I know, I know, and I was gonna get it but then he came in with this needle and uh, di-, did you know they do this with needles?"
"Really? You don't say, because mine was licked on by kittens.",
Hey.,Hey.
"Hey listen, I'm sorry about what happened. . .",Yeah me too.
I know. Yeah.,Yeah. So do we need to hug here or. . .
"No, we're alright.",So I got ya something.
Plastic spoons. Great.,Lick away my man.
"These'll go great in my new place. You know, 'till I get real ones.",What?
"Well, I can't use these forever. I mean, let's face it, they're no friend to the environment.","No-no, I mean what, what's this about your new place?"
I'm movin' out like we talked about.,Well I didn't think that was serious. Ya know I thought that was just a fight.
"Well, it was a fight. . . based on serious stuff, remember. About how I never lived alone or anything. I just think it would be good for me, ya know, help me to grow or. . . whatever.","Well, there you go."
"Hey, are you cool with this. I mean, I don't want to leave you high and dry.","Hey, no, I've never been lower or wetter. I'll be fine. I'll just turn your, uh, bedroom into a game room or somethin', you know, put the foosball table in there."
Woah. Why do you get to keep the table?,I did pay for half of it.
"Yeah. And uh, I paid for the other half.","Alright I'll tell you what, I'll play you for it."
"Alright, you're on. I can take two minutes out of my day to kick your ass.",Your little men are gonna get scored on more times than your sister.
"Woah, woah, woah, woah. Which sister?",
"So, are you sorry that I told them?","No, it's been a long time since your dad and I went running."
Oh.,Oh. Well did you get it? Let me see.
Is Ross here?,No he went out to get pizza.
"Oh really, OK.",That's great.
Very tasteful.,"Wanna see mine, wanna see mine?"
Yes.,What? You didn't get one.
"OK, well then what is this?",What're we looking at? That blue freckle?
"OK, that's my tattoo.","That is not a tattoo, that is a nothing. I finally got her back in the chair, bairly touched her with a needle, she jumped up screaming, and that was it."
"OK, hi. For your information this is exactly what I wanted. This is a tattoo of the earth as seen from a great distance. It's the way my mother sees me from heaven.","Oh, what a load of crap. That is a dot. Your mother is up in heaven going, 'Where the hell is my lily, you wuss?' OK, Phoebe, that is not a tattoo, this is a tattoo."
You got a tattoo?,Maybe. But just a little one. Phoebe got the whole world.
Lemme see.,Well?
Well it's really. . . sexy. I wouldn't have thought it would be but. . . wow.,Really?
"Yeah, so uh, is it sore or can you do stuff?",I guess.
"Hey, save us some pizza.",
"Get out of the corner. Pass it, pass it.",Stop talkin' to your men.
Yes! And the table is mine.,Congratulations.
,"Hey, you guys are still gonna come visit me, right?"
"Oh yeah, you got the big TV. We'll be over there all the time. . . except when we are here.",I know you're just moving uptown but I'm really gonna miss you.
"I know, how can you not be accross the hall anymore.","Yeah, who's gonna eat all our food, and tie up our phone lines, and - is that my bra? What the hell you doin' with my bra?"
"Oh no-no, it's uh, it's not what you think. We uh, we used it to, you know, fling water balloons off the roof. Remember that, those junior high kids couldn't even get theirs accross the street.","Yeah, I remember."
"Hey, let's bring the rest of these down to the truck.","So, uhh, em, you want me to uh, give you a hand with the foosball table?"
"Naa, you keep it, you need the practice.",Thanks.
"So, I guess this is it.","Yeah, right, yeah, I guess so."
"Listen, uh, I don't know when I'm gonna see you again.","Well, I'm guessing uh, tonight at the coffee house."
"Right, yeah. OK. Um, take care.",Yeah.
,Huh? So whaddya think? Casa de Joey. Huh? I decorated it myself.
Get out.,No.
"Wow Joey, this is, uhh...",Art.
Art it is.,"Look, check this out. Is it a coffee table, is it a panther? There's no need to decide."
"Hey, nice pillow. So now tell me, is this genuine Muppet skin?","Hey, excellent, excellent water-table thing."
"Thanks, yeah. I love this but ya know what, it makes me wanna pee.","Yeah, well me too, yeah. I think that's the challenge."
"Hey, how come, uhh, Chandler didn't come?","Well uh, it's cause he had a thing with, wi-, with the thing."
"Right, I go-, I got it.",So why don't ya show us the rest of your casa?
"Yeah. Uh, oh, OH, the best part, c'mon. Heh?","Hey, nice toilet."
"No no no, behind it.","Wha-, you have a phone in here?"
"That's right, I have a phone in here.","Joey, promise me something."
Yeah.,Never call me from that phone.
,
"OK, here we go. Honey, I'm sorry, they were all out of apple pie, someone just got the last piece.","Oh my God, oh my God, oh my God, oh my God. You are not gonna believe this. I have just been discovered."
"Now wait a minute, I claimed you in the name of France four years ago.","Anyway, OK, now promise you won't like, freak out and say how great this is until I'm done, OK."
OK.,"OK. I just met this producer of this like, teeny record company, who said that I have a very fresh, offbeat sound and she wants to do a demo of Smelly Cat."
,"I told you not to do that yet. And, she wants to do a video."
,"I'm not done yet, OK. God. OK, if that goes well, they may even want to make an album."
I'm done now.,
"Oh God. Ross, OK, if you care about me at all, you will get the pie out of the man's hood.",Get the what?
"Pie in the hood, pie in the hood. Go.",What're you doing?
"I'm sorry, my pie was, was in your hood. Now I just have to get the coffee out of that guy's pants and I'll be back in the hospital by 7.",
"Damnit Ross, get your butt out of the bathroom.","Calm down, I'm blow drying."
"Blow drying what, you have no hair.",What's goin' on?
"Your boyfriend has been in there for over an hour. I can't believe it, it's like I'm living with him again. He's here when I go to sleep, he's here when I wake up, he's here when I want to use the shower, ughh. It's like I'm sixteen all over again .","Well, you're not sixteen, you're both adults now."
GET OUT YOU DUFUS!!,"Or ya know, he's rubber and you're glue."
All yours.,I hope you cleaned your hair out of the drain.
I hope you cleaned your hair out of the drain.,Shut up.
Shut up.,Cut it out.
Mi-mi-mii.,I've never wanted you more.
,"So, whaddya say boys, should I call him? Well, ya know what they say. Ask your slippers a question... you're going crazy."
Hello.,Hey.
Hey!,"Listen, I'm, I'm sorry I didn't make it over there today."
"Oh, that's OK. You uh, you had a thing.","Yeah well, I hear the place looks great."
"Ahh, forget about it, I'm havin' a ball. How's the apartment doin'","Oh hey, it's, it's terriffic. I mean it's a regular space... fest."
"Oh, well great.",Yeah I just... wanted to call and say hey.
Well OK then. Was that the oven timer?,That's right my friend. It's time for...
